iter	Logloss
208	0.1263908606
209	0.1261797605
210	0.1260636319
211	0.1257975617
212	0.1255023955
213	0.125210456
214	0.1249430971
215	0.1246185628
216	0.1245273309
217	0.1242908286
218	0.124120013
219	0.1239663053
220	0.1237237932
221	0.1234399309
222	0.1232796233
223	0.1232250247
224	0.1229999676
225	0.1227756568
226	0.1224826712
227	0.1222094757
228	0.12199208
229	0.1217639536
230	0.1215928361
231	0.1214555934
232	0.1211867936
233	0.1210279281
234	0.1207934312
235	0.1205989272
236	0.1204251041
237	0.1203799666
238	0.1202493569
239	0.1199503423
240	0.119746886
241	0.1195674027
242	0.1193679779
243	0.1192140459
244	0.1190423935
245	0.1187893842
246	0.1187247942
247	0.1184844376
248	0.1184460303
249	0.1183170556
250	0.1180424907
251	0.1179952919
252	0.117868299
253	0.1176180656
254	0.1174539302
255	0.1172418273
256	0.1170394647
257	0.1168064718
258	0.1166719975
259	0.1165448896
260	0.1163794523
261	0.116243337
262	0.1161620301
263	0.1160194115
264	0.1159256606
265	0.1157733261
266	0.1155765467
267	0.1154448155
268	0.1153894192
269	0.1151412453
270	0.1149174105
271	0.1147555841
272	0.1145992954
273	0.1144159361
274	0.1142288468
275	0.1140642172
276	0.1139295457
277	0.1137219326
278	0.1135135189
279	0.1132713578
280	0.1131255169
281	0.1129158763
282	0.1128614793
283	0.1126883039
284	0.1125134109
285	0.1124177051
286	0.1122649245
287	0.1120881906
288	0.1119730702
289	0.111815666
290	0.1116387094
291	0.1114897015
292	0.1113862761
293	0.1112658165
294	0.1110907865
295	0.1110520234
296	0.1109104399
297	0.1107616219
298	0.1106785491
299	0.1105172907
300	0.110359845
301	0.1101478578
302	0.1099605744
303	0.10977232
304	0.1097089632
305	0.1095907022
306	0.1094803205
307	0.1093028924
308	0.1091382782
309	0.1089532861
310	0.1087675199
311	0.1086544482
312	0.1085923082
313	0.1084276137
314	0.1082620052
315	0.1081204109
316	0.1079168871
317	0.1078487053
318	0.1077518246
319	0.1076053396
320	0.1075399971
321	0.1074340042
322	0.1072192295
323	0.1070704249
324	0.1069773487
325	0.1068643743
326	0.1068394847
327	0.1067204506
328	0.1065130238
329	0.1064164194
330	0.1062047643
331	0.1060838669
332	0.1059758873
333	0.1058826836
334	0.1058304618
335	0.105751729
336	0.1056265668
337	0.1055290794
338	0.1053834606
339	0.1053655123
340	0.1052980781
341	0.1051004286
342	0.1049099699
343	0.1047928244
344	0.1046508495
345	0.1045326548
346	0.1043229418
347	0.104229536
348	0.1040143028
349	0.1039342009
350	0.1038482211
351	0.103731692
352	0.1035843949
353	0.1034807058
354	0.1033213942
355	0.1031356817
356	0.1030354401
357	0.1029330938
358	0.1027513023
359	0.1026723896
360	0.1025216425
361	0.1024540866
362	0.1023790863
363	0.1023200121
364	0.1021699996
365	0.1020533278
366	0.1019696945
367	0.1018230833
368	0.1017478058
369	0.1016710704
370	0.1015986644
371	0.1014568163
372	0.1013779268
373	0.1012524451
374	0.1010986385
375	0.1010133139
376	0.1009489463
377	0.100823463
378	0.1007868708
379	0.1007037716
380	0.1005912463
381	0.1004797353
382	0.1003257146
383	0.1001996262
384	0.1000681765
385	0.09997810385
386	0.09989789037
387	0.09981934152
388	0.09967216516
389	0.09955976974
390	0.09952879081
391	0.09936097796
392	0.09930553169
393	0.09919433953
394	0.09909406772
395	0.09899902115
396	0.09886874806
397	0.09880428437
398	0.09859177201
399	0.09843765607
400	0.09828059578
401	0.09818927787
402	0.09807761878
403	0.09796913183
404	0.0978535121
405	0.09763889827
406	0.09753678459
407	0.09747023174
408	0.0973584986
409	0.09722906681
410	0.09721784124
411	0.09706920679
412	0.09697577927
413	0.09693983245
414	0.09686720738
415	0.09671326111
416	0.09652669105
417	0.09642854241
418	0.09632432785
419	0.09621071355
420	0.09610504447
421	0.09602194211
422	0.09596694333
423	0.09588309657
424	0.09582181176
425	0.09565107937
426	0.09551458499
427	0.09538564662
428	0.09517831812
429	0.09513015219
430	0.09501320401
431	0.09496230524
432	0.09480136717
433	0.09472864406
434	0.09463543628
435	0.09452723844
436	0.09447903775
437	0.09439376903
438	0.09430259973
439	0.09416947091
440	0.09405773861
441	0.09394274809
442	0.09385876769
443	0.09375525132
444	0.0936586012
445	0.09359113358
446	0.09352249137
447	0.0934388416
448	0.09333181645
449	0.09328400292
450	0.09316725728
451	0.0930576455
452	0.09294744493
453	0.09281673079
454	0.09271121635
455	0.09257966067
456	0.09252574895
457	0.09245556358
458	0.09233783095
459	0.09222906332
460	0.09207644458
461	0.09201651722
462	0.09189323188
463	0.09180655175
464	0.09164762767
465	0.09153400165
466	0.09144036245
467	0.09138139051
468	0.0912700357
469	0.09121789882
470	0.09116275718
471	0.09111019452
472	0.09103764021
473	0.09083884251
474	0.09081863745
475	0.09066814251
476	0.09056601233
477	0.09043563468
478	0.09033994411
479	0.09021593345
480	0.08997824625
481	0.08988243114
482	0.08978320585
483	0.08965120323
484	0.08956344707
485	0.08944641009
486	0.0892584799
487	0.08911925088
488	0.08905426336
489	0.08897004247
490	0.08883657691
491	0.08876890744
492	0.08869798972
493	0.0886361003
494	0.08856791242
495	0.08847744832
496	0.08836137772
497	0.08826953285
498	0.0882053022
499	0.08814242568
500	0.08805452929
501	0.08798234038
502	0.08790781218
503	0.08782161306
504	0.08771202034
505	0.08769301986
506	0.08760096545
507	0.08753099065
508	0.08748642777
509	0.08740881421
510	0.08733318846
511	0.08732278844
512	0.08723121819
513	0.08712504366
514	0.08707201302
515	0.0870186274
516	0.08699820337
517	0.08693059744
518	0.086856075
519	0.08672862531
520	0.08661048779
521	0.08655071265
522	0.08650301553
523	0.0864558229
524	0.08638763207
525	0.08629258962
526	0.0862823983
527	0.08616146976
528	0.08612645783
529	0.08607266232
530	0.0860568668
531	0.08598318065
532	0.08586732582
533	0.08578856923
534	0.08566088131
535	0.0855622422
536	0.08547592545
537	0.08536875275
538	0.08523430121
539	0.0851786216
540	0.0850920276
541	0.08500198276
542	0.08491199367
543	0.08482132449
544	0.08470864772
545	0.08452876966
546	0.08443178644
547	0.08441319419
548	0.08436724446
549	0.08431212906
550	0.08423978578
551	0.08417117092
552	0.08414247544
553	0.08403841993
554	0.08390372415
555	0.08379403326
556	0.08371481577
557	0.08360702574
558	0.08348850526
559	0.08343121229
560	0.08328033778
561	0.08318401319
562	0.0831241685
563	0.08305020614
564	0.08296216564
565	0.08294338054
566	0.08290234336
567	0.08282521966
568	0.08268850272
569	0.08256606809
570	0.08245935974
571	0.08240715351
572	0.0823667113
573	0.08222596027
574	0.08214497693
575	0.0820315254
576	0.08194924365
577	0.08193688224
578	0.08185904061
579	0.08176237484
580	0.08161431554
581	0.08152639565
582	0.08145364012
583	0.08139438607
584	0.08131750563
585	0.0812615266
586	0.08115566834
587	0.0810770736
588	0.08096511906
589	0.0808699531
590	0.0808304629
591	0.08078228569
592	0.08070978879
593	0.08061598745
594	0.08052453801
595	0.08050337837
596	0.08042426459
597	0.080356742
598	0.08034254807
599	0.0802592612
600	0.08023153995
601	0.08016449609
602	0.08010448757
603	0.08000300109
604	0.07997080174
605	0.07990306178
606	0.07982842639
607	0.07975109317
608	0.07968346002
609	0.07959627732
610	0.07950002417
611	0.07943411154
612	0.07935786227
613	0.0792730338
614	0.07918135549
615	0.07912300916
616	0.07904073117
617	0.07884842145
618	0.07877452052
619	0.07876125767
620	0.07870838336
621	0.07864027507
622	0.07862078227
623	0.07853626501
624	0.07843469166
625	0.07831876861
626	0.07821031362
627	0.0781169576
628	0.07805637419
629	0.07796831144
630	0.07790521789
631	0.07789650722
632	0.07784842374
633	0.07780774555
634	0.0777820056
635	0.07777010078
636	0.07769335524
637	0.07759236807
638	0.07755703006
639	0.07752625131
640	0.07743144163
641	0.07735981709
642	0.07728064002
643	0.07717814165
644	0.07712523143
645	0.07702963017
646	0.07695912219
647	0.07688099696
648	0.07682913853
649	0.07677390761
650	0.07667587361
651	0.07661424266
652	0.07653953654
653	0.07649051615
654	0.07640983673
655	0.07631536078
656	0.07627770781
657	0.07620959696
658	0.07616045518
659	0.07611271919
660	0.07605120259
661	0.07602331099
662	0.07599408377
663	0.07594977885
664	0.07589894618
665	0.07578871245
666	0.07574168851
667	0.0756827081
668	0.07562796135
669	0.07555905626
670	0.075459178
671	0.0753471413
672	0.07523893001
673	0.07522237119
674	0.07517299071
675	0.07513735153
676	0.07509058479
677	0.07504099504
678	0.07494996508
679	0.07488969133
680	0.07480358342
681	0.07474012166
682	0.07470030174
683	0.07463832682
684	0.0745709682
685	0.07452767127
686	0.07448254803
687	0.07443646041
688	0.07433698543
689	0.07427360561
690	0.07418904089
691	0.07411398522
692	0.0740491208
693	0.07397415422
694	0.07392683811
695	0.0738628212
696	0.07379563465
697	0.07374619608
698	0.0736981514
699	0.07362445963
700	0.07351854156
701	0.07343073101
702	0.07335841493
703	0.07326544255
704	0.07322311348
705	0.07315922343
706	0.0731365843
707	0.07305748465
708	0.07303277158
709	0.07296943547
710	0.07290610111
711	0.07285325505
712	0.07282444709
713	0.07276792424
714	0.07271218259
715	0.07266791864
716	0.07263035811
717	0.07258087039
718	0.07256192841
719	0.07250346322
720	0.07246698507
721	0.07241376028
722	0.07235101167
723	0.07226247216
724	0.07218745858
725	0.07214972571
726	0.07212860832
727	0.0720541458
728	0.07197515318
729	0.07190061861
730	0.07175513014
731	0.07166711329
732	0.07161100334
733	0.07157360735
734	0.07151824548
735	0.07146815636
736	0.07141081413
737	0.07133285104
738	0.0712351029
739	0.07114498455
740	0.07108898587
741	0.07103710366
742	0.07099521407
743	0.07090794586
744	0.07084524898
745	0.07078963845
746	0.0707248953
747	0.0706833745
748	0.07061745811
749	0.07054103903
750	0.07048869768
751	0.070420201
752	0.07037825819
753	0.07031114782
754	0.07027968661
755	0.0702651449
756	0.07023067915
757	0.07017442083
758	0.07013399736
759	0.0700843479
760	0.0700068267
761	0.0699761639
762	0.06992463273
763	0.06987802765
764	0.06981990161
765	0.06980741824
766	0.06977043684
767	0.06972567294
768	0.06965610723
769	0.06960768722
770	0.0695504154
771	0.06951936904
772	0.06947109656
773	0.06943040974
774	0.06936180463
775	0.0693314967
776	0.06928209225
777	0.06922710407
778	0.06917960922
779	0.06909773259
780	0.06906233022
781	0.06902291604
782	0.0690059045
783	0.06897491331
784	0.06893036917
785	0.0688995266
786	0.06888018045
787	0.06884214345
788	0.06875500118
789	0.06870285236
790	0.06864185799
791	0.06858506788
792	0.06851552361
793	0.06845728916
794	0.06842952404
795	0.06836216901
796	0.06832240207
797	0.06826610606
798	0.06819207363
799	0.06815963721
800	0.06811031612
801	0.0680532248
802	0.06799799376
803	0.06796247602
804	0.06791319235
805	0.06788812781
806	0.06785025887
807	0.06779015695
808	0.06776128225
809	0.06772708765
810	0.06771665019
811	0.06764927607
812	0.06760901957
813	0.06751660401
814	0.0674674713
815	0.06739651111
816	0.06734828547
817	0.06729711
818	0.06724594978
819	0.06722626061
820	0.06716241235
821	0.06713434842
822	0.06711157402
823	0.06703814192
824	0.06698931529
825	0.06695043687
826	0.0668970111
827	0.06686549443
828	0.06683387626
829	0.06677609874
830	0.0667227453
831	0.06666273409
832	0.06656387511
833	0.06650444355
834	0.06649193972
835	0.06645295888
836	0.06639741293
837	0.06638004402
838	0.0663557037
839	0.06631149899
840	0.06625736852
841	0.06620174142
842	0.06612537136
843	0.06606977869
844	0.06602642539
845	0.06598555664
846	0.06595536005
847	0.06589821182
848	0.06586208303
849	0.06583916518
850	0.06577215233
851	0.06572844581
852	0.06570328127
853	0.06564477205
854	0.06556673608
855	0.06551402336
856	0.06548324542
857	0.06545218255
858	0.0653705356
859	0.06532150641
860	0.06528448259
861	0.06523439477
862	0.06520245651
863	0.06511811242
864	0.06510927873
865	0.06507278293
866	0.06503666141
867	0.06499923789
868	0.06496782205
869	0.06492786545
870	0.06489882906
871	0.06485221781
872	0.06479189779
873	0.0647459442
874	0.06470314416
875	0.06462428189
876	0.06457193917
877	0.06453709263
878	0.06449441552
879	0.0644316104
880	0.06438779176
881	0.06435473446
882	0.06429918034
883	0.0642617807
884	0.06419164963
885	0.06416567842
886	0.0640890966
887	0.06403850743
888	0.06399421104
889	0.06393396366
890	0.06387064116
891	0.06383086673
892	0.06378255981
893	0.06371712418
894	0.06369082994
895	0.06363639331
896	0.06358792677
897	0.06354175538
898	0.06345464012
899	0.06337074552
900	0.06333876469
901	0.06331037246
902	0.06327397163
903	0.06325134217
904	0.06321594592
905	0.06318016866
906	0.06315718418
907	0.06313268424
908	0.0630892068
909	0.06304674847
910	0.06299727421
911	0.0629906963
912	0.06295100607
913	0.06289978295
914	0.06286133416
915	0.06278938329
916	0.06272711435
917	0.06269650031
918	0.06268718687
919	0.06264277555
920	0.0625757501
921	0.06253900547
922	0.06247188501
923	0.06242938466
924	0.06237482107
925	0.06236317311
926	0.06233788228
927	0.06230306261
928	0.06226462367
929	0.06224565352
930	0.06218920937
931	0.06214411675
932	0.06213004604
933	0.06210842084
934	0.06207306355
935	0.0620381066
936	0.06201250801
937	0.06195396444
938	0.06191171885
939	0.06188331605
940	0.06185889046
941	0.0618165407
942	0.06178255606
943	0.06174537487
944	0.06169523141
945	0.06164748207
946	0.06161019862
947	0.06156814102
948	0.06151184815
949	0.06142803528
950	0.06141741319
951	0.06138928467
952	0.06132881036
953	0.06127650305
954	0.06124386103
955	0.06120696639
956	0.06115023853
957	0.06110962217
958	0.06105344803
959	0.06102607719
960	0.06097311936
961	0.06092752198
962	0.06089896231
963	0.06085404137
964	0.06081426302
965	0.06079850022
966	0.06079246224
967	0.06075712807
968	0.06073150059
969	0.06066607791
970	0.06064268396
971	0.0606076142
972	0.06056765567
973	0.06053642352
974	0.06051290766
975	0.06044579443
976	0.06039174238
977	0.06034082299
978	0.06030104999
979	0.0602942764
980	0.06025422028
981	0.0602362739
982	0.06018129388
983	0.06013496499
984	0.0600938356
985	0.06005575961
986	0.06001139788
987	0.0599636541
988	0.05993266586
989	0.05990610624
990	0.05986532291
991	0.05984445158
992	0.05979879285
993	0.05975164635
994	0.0597453144
995	0.05970835728
996	0.05965560564
997	0.05962075301
998	0.05958924888
999	0.05958380822
